transect_uid,survey_id,site_name,survey_date,scientific,portal_name,total,method
923401077 Transect_923401077_2022-02-13_5.4,923401077,Aldinga Reef,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,840,M1_fish
912351027 Transect_912351027_2018-01-20_10,912351027,Aldinga Pinacles,2018-01-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,830,M1_fish
923406587 Transect_923406587_2026-02-11_5.3,923406587,2nd Valley Boat Shed,2026-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,826,M1_fish
923403586 Transect_923403586_2023-12-20_6,923403586,Lasseters Reef,2023-12-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,820,M1_fish
912353649 Transect_912353649_2020-02-13_10.4,912353649,Broken Bottom,2020-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,815,M1_fish
912350971 Transect_912350971_2018-03-15_5.2,912350971,Myponga South,2018-03-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,810,M1_fish
923401816 Transect_923401816_2023-02-17_5.2,923401816,2nd Valley Boat Shed,2023-02-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,800,M1_fish
912350930 Transect_912350930_2018-03-07_5.2,912350930,Carrickalinga (toilet),2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,780,M1_fish
912349813 Transect_912349813_2016-02-18_10.2,912349813,Broken Bottom,2016-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,775,M1_fish
812301042 Transect_812301042_2005-03-08_5.2,812301042,Haycock Point,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,765,M1_fish
812301024 Transect_812301024_2006-02-23_5.4,812301024,Carrickalinga (toilet),2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,750,M1_fish
912345650 Transect_912345650_2013-04-04_5.3,912345650,2nd Valley Boat Shed,2013-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,740,M1_fish
912350985 Transect_912350985_2018-02-21_5.3,912350985,Noarlunga North Outside,2018-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,730,M1_fish
923400392 Transect_923400392_2021-02-15_12.2,923400392,Aldinga Pinacles,2021-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,720,M1_fish
912350969 Transect_912350969_2018-03-14_5.2,912350969,2nd Valley Boat Shed,2018-03-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,710,M1_fish
812301814 Transect_812301814_2005-03-17_5.4,812301814,2nd Valley Boat Shed,2005-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,705,M1_fish
812301232 Transect_812301232_2005-03-11_5.2,812301232,Dodd's Beach,2005-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,700,M1_fish
912350921 Transect_912350921_2018-02-13_5.2,912350921,Rapid Head SZ,2018-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,700,M1_fish
912350929 Transect_912350929_2018-03-07_5.3,912350929,Carrickalinga (toilet),2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,700,M1_fish
912350975 Transect_912350975_2018-03-15_5.2,912350975,Rapid Head South,2018-03-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,700,M1_fish
923401348 Transect_923401348_2022-03-25_5.2,923401348,Noarlunga North Outside,2022-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,695,M1_fish
812301041 Transect_812301041_2005-03-08_5.1,812301041,Haycock Point,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,680,M1_fish
912353908 Transect_912353908_2020-02-07_5.4,912353908,2nd Valley Boat Shed,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,680,M1_fish
812327183 Transect_812327183_2016-03-11_5.3,812327183,Aldinga SZ1,2016-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,670,M1_fish
923400356 Transect_923400356_2021-02-15_10.4,923400356,Aldinga Pinacles,2021-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,660,M1_fish
923401843 Transect_923401843_2023-02-17_5.4,923401843,2nd Valley Boat Shed,2023-02-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,660,M1_fish
5002345 Transect_5002345_2011-02-02_6,5002345,Aldinga Reef,2011-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,650,M1_fish
912353706 Transect_912353706_2020-04-27_5.2,912353706,Carrickalinga Nth,2020-04-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,631,M1_fish
912344069 Transect_912344069_2014-01-22_5.4,912344069,2nd Valley Boat Shed,2014-01-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,630,M1_fish
912346277 Transect_912346277_2016-02-09_5.1,912346277,Carrickalinga (toilet),2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,630,M1_fish
912350965 Transect_912350965_2018-03-14_5,912350965,2nd Valley Boat Shed,2018-03-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,620,M1_fish
923400383 Transect_923400383_2021-03-20_5.2,923400383,Lasseters Reef,2021-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,620,M1_fish
923401066 Transect_923401066_2022-02-14_5.2,923401066,2nd Valley Boat Shed,2022-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,620,M1_fish
5000353 Transect_5000353_2008-02-05_5,5000353,Carrickalinga (toilet),2008-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,600,M1_fish
912352594 Transect_912352594_2019-02-18_5.3,912352594,2nd Valley Boat Shed,2019-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,600,M1_fish
912353909 Transect_912353909_2020-02-07_5.4,912353909,Lasseters Reef,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,600,M1_fish
912353910 Transect_912353910_2020-02-07_5.3,912353910,Lasseters Reef,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,600,M1_fish
912351030 Transect_912351030_2018-01-20_10.2,912351030,Aldinga Pinacles,2018-01-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,590,M1_fish
912346290 Transect_912346290_2012-02-10_4.2,912346290,Rapid Head SZ,2012-02-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,585,M1_fish
923401063 Transect_923401063_2022-02-12_5.3,923401063,Lasseters Reef,2022-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,585,M1_fish
912353439 Transect_912353439_2020-03-23_5.1,912353439,Carrickalinga (toilet),2020-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,580,M1_fish
923406636 Transect_923406636_2026-02-11_5.2,923406636,Lasseters Reef,2026-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,571,M1_fish
912352570 Transect_912352570_2019-02-18_5.2,912352570,Rapid Head East,2019-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,570,M1_fish
912353652 Transect_912353652_2020-02-13_10.2,912353652,Broken Bottom,2020-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,570,M1_fish
923400354 Transect_923400354_2021-02-15_10.3,923400354,Aldinga Pinacles,2021-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,570,M1_fish
923401334 Transect_923401334_2022-08-31_3.1,923401334,Pt Noarlunga inside,2022-08-31,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,570,M1_fish
912350464 Transect_912350464_2017-03-06_5.3,912350464,Noarlunga North Outside,2017-03-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,560,M1_fish
912350961 Transect_912350961_2018-03-13_5,912350961,Myponga South,2018-03-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,560,M1_fish
912353440 Transect_912353440_2020-03-23_5.2,912353440,Carrickalinga (toilet),2020-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,554,M1_fish
912340328 Transect_912340328_2012-02-01_5.1,912340328,Lasseters Reef,2012-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,550,M1_fish
912353193 Transect_912353193_2019-03-24_5.4,912353193,Lasseters Reef,2019-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,550,M1_fish
5000362 Transect_5000362_2008-02-06_5.1,5000362,Rapid Head,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,540,M1_fish
812301824 Transect_812301824_2006-02-28_5.4,812301824,2nd Valley Boat Shed,2006-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,540,M1_fish
923400378 Transect_923400378_2021-02-15_5.1,923400378,Moana outside,2021-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,540,M1_fish
912350980 Transect_912350980_2018-03-07_5.1,912350980,Carrickalinga (toilet),2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,530,M1_fish
912351031 Transect_912351031_2018-01-20_5,912351031,Moana outside,2018-01-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,530,M1_fish
912352571 Transect_912352571_2019-02-18_5.1,912352571,2nd Valley Boat Shed,2019-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,520,M1_fish
923401049 Transect_923401049_2022-04-05_10.2,923401049,Broken Bottom,2022-04-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,520,M1_fish
912340344 Transect_912340344_2012-02-03_5.3,912340344,Haycock Point,2012-02-03,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,510,M1_fish
923400371 Transect_923400371_2021-03-11_5.3,923400371,Carrickalinga Nth,2021-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,510,M1_fish
923403614 Transect_923403614_2023-12-21_6,923403614,2nd Valley Boat Shed,2023-12-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,504,M1_fish
812327182 Transect_812327182_2016-03-11_5.2,812327182,Aldinga SZ1,2016-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,500,M1_fish
923400404 Transect_923400404_2021-03-01_10.1,923400404,Broken Bottom,2021-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,500,M1_fish
923401045 Transect_923401045_2022-02-12_5.2,923401045,Lasseters Reef,2022-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,500,M1_fish
923403130 Transect_923403130_2024-02-20_5.3,923403130,2nd Valley Boat Shed,2024-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,500,M1_fish
923406639 Transect_923406639_2026-01-30_5.1,923406639,Aldinga Reef,2026-01-30,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,500,M1_fish
812327204 Transect_812327204_2016-03-13_5.4,812327204,Moana inside,2016-03-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,496,M1_fish
912340342 Transect_912340342_2012-02-03_5.1,912340342,Haycock Point,2012-02-03,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,495,M1_fish
912349768 Transect_912349768_2016-03-25_5,912349768,Noarlunga North Outside,2016-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,490,M1_fish
923401053 Transect_923401053_2022-02-13_5.1,923401053,Aldinga Reef,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,490,M1_fish
912345658 Transect_912345658_2013-04-12_5.4,912345658,Carrickalinga (toilet),2013-04-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,480,M1_fish
912350508 Transect_912350508_2017-03-23_5.1,912350508,Moana outside,2017-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,480,M1_fish
912350978 Transect_912350978_2018-03-07_5.1,912350978,Dodd's Beach,2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,480,M1_fish
5002369 Transect_5002369_2011-02-02_7,5002369,Haycock Point,2011-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,475,M1_fish
912346264 Transect_912346264_2016-02-09_5.2,912346264,Carrickalinga (toilet),2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,460,M1_fish
912353192 Transect_912353192_2019-03-24_5.2,912353192,Lasseters Reef,2019-03-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,460,M1_fish
812301044 Transect_812301044_2005-03-08_5.4,812301044,Haycock Point,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,450,M1_fish
812325253 Transect_812325253_2013-02-27_5.3,812325253,Rapid Head SZ,2013-02-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,450,M1_fish
5000358 Transect_5000358_2008-02-06_6.1,5000358,2nd Valley Boat Shed,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,440,M1_fish
912346263 Transect_912346263_2016-02-09_5.3,912346263,Dodd's Beach,2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,440,M1_fish
923400346 Transect_923400346_2021-03-20_5.4,923400346,2nd Valley Boat Shed,2021-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,430,M1_fish
812324324 Transect_812324324_2012-02-01_5.4,812324324,Myponga South,2012-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,426,M1_fish
912350925 Transect_912350925_2018-02-13_5,912350925,Rapid Head SZ,2018-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,420,M1_fish
923401337 Transect_923401337_2022-03-23_5.2,923401337,Hallett Cove,2022-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,420,M1_fish
912349835 Transect_912349835_2016-11-16_3,912349835,Pt Noarlunga inside,2016-11-16,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,419,M1_fish
812301012 Transect_812301012_2005-03-08_5.2,812301012,Carrickalinga (toilet),2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,413,M1_fish
812327124 Transect_812327124_2016-03-10_5.4,812327124,Rapid Head,2016-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,412,M1_fish
912345614 Transect_912345614_2012-11-23_5.3,912345614,Carrickalinga (toilet),2012-11-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,412,M1_fish
912345649 Transect_912345649_2013-04-04_5.2,912345649,2nd Valley Boat Shed,2013-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,410,M1_fish
912347016 Transect_912347016_2017-03-26_5.3,912347016,Carrickalinga Nth,2017-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,410,M1_fish
912351128 Transect_912351128_2017-03-26_5.2,912351128,Carrickalinga Nth,2017-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,410,M1_fish
812301811 Transect_812301811_2005-03-17_5.1,812301811,2nd Valley Boat Shed,2005-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,405,M1_fish
912349863 Transect_912349863_2017-04-04_5.2,912349863,Carrickalinga North Site 2,2017-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,405,M1_fish
812301013 Transect_812301013_2005-03-08_5.3,812301013,Carrickalinga (toilet),2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
812301101 Transect_812301101_2005-03-09_5.1,812301101,Rapid Head,2005-03-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
812301823 Transect_812301823_2006-02-28_5.3,812301823,2nd Valley Boat Shed,2006-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
912350448 Transect_912350448_2017-02-14_5.3,912350448,Myponga,2017-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
912350510 Transect_912350510_2017-03-23_5.2,912350510,Moana outside,2017-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
912350979 Transect_912350979_2018-03-07_5,912350979,Carrickalinga (toilet),2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
912352728 Transect_912352728_2019-03-18_5.1,912352728,Moana outside,2019-03-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
923400287 Transect_923400287_2021-03-10_5.1,923400287,Carrickalinga (toilet),2021-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
923401074 Transect_923401074_2022-04-05_10.1,923401074,Broken Bottom,2022-04-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
923406539 Transect_923406539_2026-01-30_5.2,923406539,Aldinga Reef,2026-01-30,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,400,M1_fish
812301094 Transect_812301094_2007-02-22_5.4,812301094,Carrickalinga Head,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,391,M1_fish
812301772 Transect_812301772_2007-02-22_5.2,812301772,Ripple Rock,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,382,M1_fish
5000352 Transect_5000352_2008-02-05_4.9,5000352,Carrickalinga (toilet),2008-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,380,M1_fish
812327262 Transect_812327262_2016-03-12_5.2,812327262,Myponga South,2016-03-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,380,M1_fish
912350449 Transect_912350449_2017-02-14_5.2,912350449,Myponga,2017-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,380,M1_fish
912353651 Transect_912353651_2020-02-13_10.1,912353651,Broken Bottom,2020-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,380,M1_fish
912352591 Transect_912352591_2019-02-18_5.4,912352591,Rapid Head East,2019-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,378,M1_fish
912350454 Transect_912350454_2017-02-16_10,912350454,Broken Bottom,2017-02-16,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,376,M1_fish
912345616 Transect_912345616_2012-11-02_5.1,912345616,2nd Valley Boat Shed,2012-11-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,374,M1_fish
812301833 Transect_812301833_2007-02-19_5.3,812301833,2nd Valley Boat Shed,2007-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,373,M1_fish
812325262 Transect_812325262_2013-02-26_5.2,812325262,Rapid Head East,2013-02-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,370,M1_fish
912350457 Transect_912350457_2017-02-16_10.2,912350457,Broken Bottom,2017-02-16,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,370,M1_fish
812327261 Transect_812327261_2016-03-12_5.1,812327261,Myponga South,2016-03-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,365,M1_fish
912349695 Transect_912349695_2017-03-07_5.2,912349695,Carrickalinga (toilet),2017-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,360,M1_fish
912345648 Transect_912345648_2013-04-04_5.1,912345648,2nd Valley Boat Shed,2013-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,350,M1_fish
912349699 Transect_912349699_2017-03-07_5.3,912349699,Ripple Rock,2017-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,350,M1_fish
912353694 Transect_912353694_2020-03-26_5.2,912353694,Myponga,2020-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,350,M1_fish
912353930 Transect_912353930_2020-02-08_5.1,912353930,Rapid Head East,2020-02-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,350,M1_fish
923401835 Transect_923401835_2023-02-19_5.2,923401835,Lasseters Reef,2023-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,350,M1_fish
812301071 Transect_812301071_2005-03-08_5.1,812301071,Carrickalinga Head,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,340,M1_fish
912350986 Transect_912350986_2018-02-21_5.2,912350986,Noarlunga North Outside,2018-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,340,M1_fish
923400288 Transect_923400288_2021-03-10_5.2,923400288,Carrickalinga (toilet),2021-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,340,M1_fish
5000366 Transect_5000366_2008-02-08_6,5000366,Aldinga Reef,2008-02-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,330,M1_fish
912350973 Transect_912350973_2018-03-15_5.2,912350973,Rapid Head,2018-03-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,330,M1_fish
912352727 Transect_912352727_2019-03-18_3.2,912352727,Pt Noarlunga inside,2019-03-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,330,M1_fish
912352729 Transect_912352729_2019-03-18_5.2,912352729,Moana outside,2019-03-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,330,M1_fish
912353641 Transect_912353641_2020-02-12_5.1,912353641,Moana outside,2020-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,330,M1_fish
923400409 Transect_923400409_2021-03-01_10.3,923400409,Broken Bottom,2021-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,330,M1_fish
923406578 Transect_923406578_2026-02-09_10.2,923406578,Aldinga Pinacles,2026-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,330,M1_fish
912352726 Transect_912352726_2019-03-18_3.1,912352726,Pt Noarlunga inside,2019-03-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,327,M1_fish
923401051 Transect_923401051_2022-02-13_5.3,923401051,Aldinga Reef,2022-02-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,325,M1_fish
923401325 Transect_923401325_2022-04-08_3.2,923401325,Pt Noarlunga inside,2022-04-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,323,M1_fish
912340329 Transect_912340329_2012-02-01_5,912340329,Rapid Head,2012-02-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,320,M1_fish
923401837 Transect_923401837_2023-02-20_5.1,923401837,Carrickalinga Head,2023-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,320,M1_fish
923406632 Transect_923406632_2026-02-09_5.4,923406632,Carrickalinga Head,2026-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,320,M1_fish
912350981 Transect_912350981_2018-03-07_5,912350981,Carrickalinga North Site,2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,313,M1_fish
5000354 Transect_5000354_2008-02-05_6,5000354,Carrickalinga (toilet),2008-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,310,M1_fish
812301072 Transect_812301072_2005-03-08_5.2,812301072,Carrickalinga Head,2005-03-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,310,M1_fish
812325192 Transect_812325192_2013-02-28_5.2,812325192,Carrickalinga Nth,2013-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,310,M1_fish
912350959 Transect_912350959_2018-03-13_5,912350959,Carrickalinga Nth,2018-03-13,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,310,M1_fish
912352569 Transect_912352569_2019-02-18_5.1,912352569,Rapid Head East,2019-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,310,M1_fish
912353639 Transect_912353639_2020-02-12_5.4,912353639,Noarlunga North Outside,2020-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,310,M1_fish
912353907 Transect_912353907_2020-02-06_5.3,912353907,Rapid Head SZ,2020-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,310,M1_fish
812301064 Transect_812301064_2007-03-01_5.4,812301064,Haycock Point,2007-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,308,M1_fish
912350446 Transect_912350446_2017-02-14_5,912350446,Myponga,2017-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,303,M1_fish
5000356 Transect_5000356_2008-02-06_4,5000356,2nd Valley Boat Shed,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,300,M1_fish
812301034 Transect_812301034_2007-03-01_5.4,812301034,Carrickalinga (toilet),2007-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,300,M1_fish
912350447 Transect_912350447_2017-02-14_5.1,912350447,Myponga,2017-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,300,M1_fish
912352617 Transect_912352617_2019-02-28_5.4,912352617,Dodd's Beach,2019-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,300,M1_fish
912353911 Transect_912353911_2020-02-07_5.3,912353911,2nd Valley Boat Shed,2020-02-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,300,M1_fish
923406573 Transect_923406573_2026-02-11_5.2,923406573,2nd Valley Boat Shed,2026-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,293,M1_fish
5000360 Transect_5000360_2008-02-06_4.9,5000360,Rapid Head,2008-02-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,290,M1_fish
912346300 Transect_912346300_2016-02-09_4.1,912346300,Rapid Head East,2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,290,M1_fish
912352733 Transect_912352733_2019-03-15_5.2,912352733,Hallett Cove,2019-03-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,290,M1_fish
923406802 Transect_923406802_2025-03-06_3.2,923406802,Pt Noarlunga inside,2025-03-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,288,M1_fish
812301021 Transect_812301021_2006-02-23_5.1,812301021,Carrickalinga (toilet),2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,285,M1_fish
912349767 Transect_912349767_2016-03-25_3,912349767,Pt Noarlunga inside,2016-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,282,M1_fish
812301093 Transect_812301093_2007-02-22_5.3,812301093,Carrickalinga Head,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,280,M1_fish
912349865 Transect_912349865_2017-04-04_5.1,912349865,Dodd's Beach,2017-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,280,M1_fish
912353915 Transect_912353915_2020-02-08_5.3,912353915,Rapid Head East,2020-02-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,280,M1_fish
912350983 Transect_912350983_2018-02-21_5,912350983,Noarlunga North Outside,2018-02-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,275,M1_fish
923406558 Transect_923406558_2026-01-30_5.3,923406558,Aldinga Reef,2026-01-30,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,275,M1_fish
912345657 Transect_912345657_2013-04-12_5.3,912345657,Carrickalinga (toilet),2013-04-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,270,M1_fish
923406662 Transect_923406662_2026-04-08_5.3,923406662,Troubridge Lighthouse,2026-04-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,270,M1_fish
912349866 Transect_912349866_2017-04-04_5.3,912349866,Dodd's Beach,2017-04-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,268,M1_fish
912349830 Transect_912349830_2016-11-17_5.1,912349830,Moana inside,2016-11-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,264,M1_fish
912345617 Transect_912345617_2012-11-02_5.2,912345617,2nd Valley Boat Shed,2012-11-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,262,M1_fish
923406785 Transect_923406785_2025-03-06_3.1,923406785,Pt Noarlunga inside,2025-03-06,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,262,M1_fish
812301171 Transect_812301171_2005-03-11_5.1,812301171,Myponga South,2005-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,260,M1_fish
912347006 Transect_912347006_2017-03-26_5,912347006,Carrickalinga Head,2017-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,260,M1_fish
